Year,Measure,measureSubcategory,Demographic,DemographicBreakdown,OrganisationBreakdown,Datasource,OrgID,OrgName,MHSDS_Count,Total_Count,CrudeRate
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QVV,NHS DORSET INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,10,10,6.1
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,10,10,13.8
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,10,10,35
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Black or Black British,ICB,MHSDS,UNKNOWN,UNKNOWN,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",10,10,25.7
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,5,5,8
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,5,5,14
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QJK,NHS DEVON INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,5,5,11.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,10,10,10
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QNX,NHS SUSSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,10,10,49.3
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,25,25,23.1
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QSL,NHS SOMERSET INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QVV,NHS DORSET INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,5,5,7.6
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Mixed,ICB,MHSDS,UNKNOWN,UNKNOWN,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",5,5,25.8
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,5,5,9.1
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,5,5,18.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,5,5,48.5
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QJK,NHS DEVON INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,5,5,6.5
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,15,15,15.3
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,10,10,7.5
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QNX,NHS SUSSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QOP,NHS GREATER MANCHESTER INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QOQ,NHS HUMBER AND NORTH YORKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QOX,"NHS BATH AND NORTH EAST SOMERSET, SWINDON AND WILTSHIRE INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QPM,NHS NORTHAMPTONSHIRE INTEGRATED CARE BOARD,5,5,65.2
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QR1,NHS GLOUCESTERSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QRL,NHS HAMPSHIRE AND ISLE OF WIGHT INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QRV,NHS NORTH WEST LONDON INTEGRATED CARE BOARD,15,15,8
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QSL,NHS SOMERSET INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QT1,NHS NOTTINGHAM AND NOTTINGHAMSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QT6,NHS CORNWALL AND THE ISLES OF SCILLY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QU9,"NHS BUCKINGHAMSHIRE, OXFORDSHIRE AND BERKSHIRE WEST INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QUA,NHS BLACK COUNTRY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QUE,NHS CAMBRIDGESHIRE AND PETERBOROUGH INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QUY,"NHS BRISTOL, NORTH SOMERSET AND SOUTH GLOUCESTERSHIRE INTEGRATED CARE BOARD",*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QVV,NHS DORSET INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QWE,NHS SOUTH WEST LONDON INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QWO,NHS WEST YORKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QWU,NHS COVENTRY AND WARWICKSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QXU,NHS SURREY HEARTLANDS INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,QYG,NHS CHESHIRE AND MERSEYSIDE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Other Ethnic Groups,ICB,MHSDS,UNKNOWN,UNKNOWN,5,5,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QE1,NHS LANCASHIRE AND SOUTH CUMBRIA INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QF7,NHS SOUTH YORKSHIRE INTEGRATED CARE BOARD,15,15,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QGH,NHS HEREFORDSHIRE AND WORCESTERSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QH8,NHS MID AND SOUTH ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QHG,"NHS BEDFORDSHIRE, LUTON AND MILTON KEYNES INTEGRATED CARE BOARD",5,5,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QHL,NHS BIRMINGHAM AND SOLIHULL INTEGRATED CARE BOARD,10,10,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QHM,NHS NORTH EAST AND NORTH CUMBRIA INTEGRATED CARE BOARD,5,5,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QJ2,NHS DERBY AND DERBYSHIRE INTEGRATED CARE BOARD,10,10,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QJG,NHS SUFFOLK AND NORTH EAST ESSEX INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QJK,NHS DEVON INTEGRATED CARE BOARD,5,5,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QJM,NHS LINCOLNSHIRE INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QK1,"NHS LEICESTER, LEICESTERSHIRE AND RUTLAND INTEGRATED CARE BOARD",5,5,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QKK,NHS SOUTH EAST LONDON INTEGRATED CARE BOARD,10,10,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QKS,NHS KENT AND MEDWAY INTEGRATED CARE BOARD,5,5,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QM7,NHS HERTFORDSHIRE AND WEST ESSEX INTEGRATED CARE BOARD,10,10,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QMF,NHS NORTH EAST LONDON INTEGRATED CARE BOARD,5,5,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QMJ,NHS NORTH CENTRAL LONDON INTEGRATED CARE BOARD,5,5,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QMM,NHS NORFOLK AND WAVENEY INTEGRATED CARE BOARD,5,5,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QNC,NHS STAFFORDSHIRE AND STOKE-ON-TRENT INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QNQ,NHS FRIMLEY INTEGRATED CARE BOARD,*,*,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QNX,NHS SUSSEX INTEGRATED CARE BOARD,15,15,NULL
2023/24,Detentions following use of Place of Safety Order,Section 135/136 to 2,Ethnicity,Unknown,ICB,MHSDS,QOC,"NHS SHROPSHIRE, TELFORD AND WREKIN INTEGRATED CARE BOARD",*,*,NULL
